Pincode,Area,S/C Code,S/C Description,Region,State Code,State Description,ZONE
134101,PJE,PJE,PINJORE,NORTH,HN,HARYANA,5
134102,PJE,PJE,PINJORE,NORTH,HN,HARYANA,5
134103,PKZ,PKZ,PANCHKULLA REACH,NORTH,HN,HARYANA,5
134104,PJE,PJE,PINJORE,NORTH,HN,HARYANA,5
134105,PKZ,PKZ,PANCHKULLA REACH,NORTH,HN,HARYANA,5
134107,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134108,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134109,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134112,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134113,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134114,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134115,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134116,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134117,PKZ,PKZ,PANCHKULLA REACH,NORTH,HN,HARYANA,5
134118,BWB,BWB,BARWALA,NORTH,HN,HARYANA,5
134201,MLN,MLN,MULLANA,NORTH,HN,HARYANA,5
134202,MLN,MLN,MULLANA,NORTH,HN,HARYANA,5
134203,NGH,NGH,NARAINGARH,NORTH,HN,HARYANA,5
134204,PKL,PKL,PANCHKULA,NORTH,HN,HARYANA,5
134205,PKZ,PKZ,PANCHKULLA REACH,NORTH,HN,HARYANA,5
135001,YMN,YMN,YAMUNANAGAR,NORTH,HN,HARYANA,5
135002,YMN,YMN,YAMUNANAGAR,NORTH,HN,HARYANA,5
135003,YMN,YMN,YAMUNANAGAR,NORTH,HN,HARYANA,5
135004,JDR,JDR,JAGADHRI REACH,NORTH,HN,HARYANA,5
135021,JDR,JDR,JAGADHRI REACH,NORTH,HN,HARYANA,5
135101,JDR,JDR,JAGADHRI REACH,NORTH,HN,HARYANA,5
135102,JDR,JDR,JAGADHRI REACH,NORTH,HN,HARYANA,5
135103,JDR,JDR,JAGADHRI REACH,NORTH,HN,HARYANA,5
135106,JDR,JDR,JAGADHRI REACH,NORTH,HN,HARYANA,5
135133,JDR,JDR,JAGADHRI REACH,NORTH,HN,HARYANA,5
136020,PRI,PRI,PUNDRI,NORTH,HN,HARYANA,5
136021,PRI,PRI,PUNDRI,NORTH,HN,HARYANA,5
136026,PRI,PRI,PUNDRI,NORTH,HN,HARYANA,5
136027,KTL,KTX,KARNAL ROAD OFFICE,NORTH,HN,HARYANA,5
136030,PEW,PEW,PEHOWA,NORTH,HN,HARYANA,5
136033,PRI,PRI,PUNDRI,NORTH,HN,HARYANA,5
136034,PEW,PEW,PEHOWA,NORTH,HN,HARYANA,5
136035,PEW,PEW,PEHOWA,NORTH,HN,HARYANA,5
136038,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136042,PRI,PRI,PUNDRI,NORTH,HN,HARYANA,5
136043,PRI,PRI,PUNDRI,NORTH,HN,HARYANA,5
136044,PRI,PRI,PUNDRI,NORTH,HN,HARYANA,5
136118,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136119,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136128,PEW,PEW,PEHOWA,NORTH,HN,HARYANA,5
136129,PEW,PEW,PEHOWA,NORTH,HN,HARYANA,5
136130,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136131,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136132,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136135,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136136,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
136156,KRA,KRA,KURUKSHETRA,NORTH,HN,HARYANA,5
140001,DRP,DRP,ROPAR,NORTH,PJ,PUNJAB,5
140101,MRI,MRI,MORINDA,NORTH,PJ,PUNJAB,5
140102,MRI,MRI,MORINDA,NORTH,PJ,PUNJAB,5
140103,MRI,MRI,MORINDA,NORTH,PJ,PUNJAB,5
140105,ZKP,ZKP,ZIRAKHPUR,NORTH,PJ,PUNJAB,5
140108,DRX,DRX,ROPAR SURROUNDING,NORTH,PJ,PUNJAB,5
140109,DRX,DRX,ROPAR SURROUNDING,NORTH,PJ,PUNJAB,5
140110,DRX,DRX,ROPAR SURROUNDING,NORTH,PJ,PUNJAB,5
140111,DRX,DRX,ROPAR SURROUNDING,NORTH,PJ,PUNJAB,5
140112,DRX,DRX,ROPAR SURROUNDING,NORTH,PJ,PUNJAB,5
140113,DRP,DRP,ROPAR,NORTH,PJ,PUNJAB,5
140114,DRX,DRX,ROPAR SURROUNDING,NORTH,PJ,PUNJAB,5
140115,ASB,ASB,ANANDPUR SAHIB,NORTH,PJ,PUNJAB,5
140116,ASB,ASB,ANANDPUR SAHIB,NORTH,PJ,PUNJAB,5
140117,ASB,ASB,ANANDPUR SAHIB,NORTH,PJ,PUNJAB,5
140118,ASB,ASB,ANANDPUR SAHIB,NORTH,PJ,PUNJAB,5
140119,ASB,ASB,ANANDPUR SAHIB,NORTH,PJ,PUNJAB,5
140123,ASB,ASB,ANANDPUR SAHIB,NORTH,PJ,PUNJAB,5
140124,NGL,NGL,NANGAL,NORTH,PJ,PUNJAB,5
140125,NGL,NGL,NANGAL,NORTH,PJ,PUNJAB,5
140126,NGL,NGL,NANGAL,NORTH,PJ,PUNJAB,5
140133,ASB,ASB,ANANDPUR SAHIB,NORTH,PJ,PUNJAB,5
140201,DBI,DBI,DERABASSI,NORTH,PJ,PUNJAB,5
140301,KRX,KRX,KHARAR,NORTH,PJ,PUNJAB,5
140306,MOH,MOH,MOHALI,NORTH,PJ,PUNJAB,5
140307,KRX,KRX,KHARAR,NORTH,PJ,PUNJAB,5
140308,MOH,MOH,MOHALI,NORTH,PJ,PUNJAB,5
140401,RJR,RJR,RAJPURA,NORTH,PJ,PUNJAB,5
140402,RJR,RJR,RAJPURA,NORTH,PJ,PUNJAB,5
140406,FGS,FGS,FATEHGARH SAHIB,NORTH,PJ,PUNJAB,5
140407,FGS,FGS,FATEHGARH SAHIB,NORTH,PJ,PUNJAB,5
140408,FGS,FGS,FATEHGARH SAHIB,NORTH,PJ,PUNJAB,5
140412,MRI,MRI,MORINDA,NORTH,PJ,PUNJAB,5
140413,KRX,KRX,KHARAR,NORTH,PJ,PUNJAB,5
140417,RJR,RJR,RAJPURA,NORTH,PJ,PUNJAB,5
140501,LRU,LRU,LALRU,NORTH,PJ,PUNJAB,5
140506,DBI,DBI,DERABASSI,NORTH,PJ,PUNJAB,5
140507,DBI,DBI,DERABASSI,NORTH,PJ,PUNJAB,5
140601,RJR,RJR,RAJPURA,NORTH,PJ,PUNJAB,5
140602,RJR,RJR,RAJPURA,NORTH,PJ,PUNJAB,5
140603,ZKP,ZKP,ZIRAKHPUR,NORTH,PJ,PUNJAB,5
140604,ZKP,ZKP,ZIRAKHPUR,NORTH,PJ,PUNJAB,5
140701,RJR,RJR,RAJPURA,NORTH,PJ,PUNJAB,5
140802,MRI,MRI,MORINDA,NORTH,PJ,PUNJAB,5
140901,CAR,CMM,MADHYA MARG OFFICE,NORTH,CD,CHANDIGARH,5
141001,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141002,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141003,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141004,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141005,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141006,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141007,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141008,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141009,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141010,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141011,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141012,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141013,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141014,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141015,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141016,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141017,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141020,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141101,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141106,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141110,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141113,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141116,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
141117,LDS,LDS,LUDHIANA EXPANSION,NORTH,PJ,PUNJAB,5
141119,MKA,MKA,MALERKOTLA,NORTH,PJ,PUNJAB,5
141120,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141122,LDH,LDO,INDUSTRIAL AREA SC,NORTH,PJ,PUNJAB,5
141123,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141304,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
141309,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
141310,NKD,NKD,NAKODAR,NORTH,PJ,PUNJAB,5
141401,DKN,DKN,KHANNA,NORTH,PJ,PUNJAB,5
141402,DKN,DKN,KHANNA,NORTH,PJ,PUNJAB,5
141411,FGS,FGS,FATEHGARH SAHIB,NORTH,PJ,PUNJAB,5
141415,MKA,MKA,MALERKOTLA,NORTH,PJ,PUNJAB,5
141416,LDH,LCJ,OUTER-LUDHIANA ,NORTH,PJ,PUNJAB,5
141422,LDR,LDR,LUDHIANA REACH,NORTH,PJ,PUNJAB,5
141801,MRI,MRI,MORINDA,NORTH,PJ,PUNJAB,5
142001,MOG,MOG,MOGA,NORTH,PJ,PUNJAB,5
142003,MOG,MOG,MOGA,NORTH,PJ,PUNJAB,5
142021,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
142026,JGR,JGR,JAGRAON,NORTH,PJ,PUNJAB,5
142027,LDH,LDC,LUDHIANA CITY,NORTH,PJ,PUNJAB,5
142037,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142038,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142039,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142042,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142043,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142044,ZRA,ZRA,ZIRA,NORTH,PJ,PUNJAB,5
142045,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142047,ZRA,ZRA,ZIRA,NORTH,PJ,PUNJAB,5
142048,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142049,KTP,KTP,KOTKAPURA,NORTH,PJ,PUNJAB,5
142050,ZRA,ZRA,ZIRA,NORTH,PJ,PUNJAB,5
142052,FZP,FZP,FEROZEPUR,NORTH,PJ,PUNJAB,5
142053,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142055,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142057,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142058,MGA,MGA,MOGA,NORTH,PJ,PUNJAB,5
142060,FDD,FDD,FARIDKOT,NORTH,PJ,PUNJAB,5
143001,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143002,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143003,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143004,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143005,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143006,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143008,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143010,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143021,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143022,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143101,ATO,ATO,AMRITSAR OUTER,NORTH,PJ,PUNJAB,5
143102,AJN,AJN,AJNALA,NORTH,PJ,PUNJAB,5
143104,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143105,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143106,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143107,ATO,ATO,AMRITSAR OUTER,NORTH,PJ,PUNJAB,5
143112,BEA,BEA,BEAS,NORTH,PJ,PUNJAB,5
143115,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143201,BEA,BEA,BEAS,NORTH,PJ,PUNJAB,5
143202,BEA,BEA,BEAS,NORTH,PJ,PUNJAB,5
143204,BEA,BEA,BEAS,NORTH,PJ,PUNJAB,5
143301,PTI,PTI,PATTI,NORTH,PJ,PUNJAB,5
143303,PTI,PTI,PATTI,NORTH,PJ,PUNJAB,5
143305,PTI,PTI,PATTI,NORTH,PJ,PUNJAB,5
143401,TRN,TRN,TARANTARAN,NORTH,PJ,PUNJAB,5
143412,PTI,PTI,PATTI,NORTH,PJ,PUNJAB,5
143416,PTI,PTI,PATTI,NORTH,PJ,PUNJAB,5
143419,PTI,PTI,PATTI,NORTH,PJ,PUNJAB,5
143501,ATQ,ATR,AMRITSAR,NORTH,PJ,PUNJAB,5
143505,BTT,BTT,BATALA,NORTH,PJ,PUNJAB,5
143516,BTT,BTT,BATALA,NORTH,PJ,PUNJAB,5
143521,DSP,DSP,GURDASPUR,NORTH,PJ,PUNJAB,5
143531,DSP,DSP,GURDASPUR,NORTH,PJ,PUNJAB,5
143601,AJN,AJN,AJNALA,NORTH,PJ,PUNJAB,5
144001,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
144002,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
144003,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
144004,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144005,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144006,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144007,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
144008,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144009,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144010,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144011,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144012,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144013,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144014,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
144015,JRE,JRE,JALANDHAR REACH,NORTH,PJ,PUNJAB,5
144021,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
144022,JRD,JRC,ITO SERV CENTRE-JALANDHAR,NORTH,PJ,PUNJAB,5
144023,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144027,JRD,JRW,JALANDHAR SERVICE CENTRE,NORTH,PJ,PUNJAB,5
144032,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144033,NKD,NKD,NAKODAR,NORTH,PJ,PUNJAB,5
144039,NKD,NKD,NAKODAR,NORTH,PJ,PUNJAB,5
144040,NKD,NKD,NAKODAR,NORTH,PJ,PUNJAB,5
144041,NKD,NKD,NAKODAR,NORTH,PJ,PUNJAB,5
144102,ADA,ADA,ADAMPUR,NORTH,PJ,PUNJAB,5
144203,TND,TND,TANDA,NORTH,PJ,PUNJAB,5
144204,TND,TND,TANDA,NORTH,PJ,PUNJAB,5
144205,DZA,DZA,DASUYA,NORTH,PJ,PUNJAB,5
144207,DZA,DZA,DASUYA,NORTH,PJ,PUNJAB,5
144211,MUK,MUK,MUKERIAN,NORTH,PJ,PUNJAB,5
144216,DZA,DZA,DASUYA,NORTH,PJ,PUNJAB,5
144401,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144402,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144403,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144405,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144407,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144408,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144409,GRY,GRY,GORAYA,NORTH,PJ,PUNJAB,5
144410,GRY,GRY,GORAYA,NORTH,PJ,PUNJAB,5
144411,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144415,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144416,GRY,GRY,GORAYA,NORTH,PJ,PUNJAB,5
144417,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144421,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144422,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144501,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144502,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144503,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144504,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144505,BNG,BNG,BANGA,NORTH,PJ,PUNJAB,5
144506,BNG,BNG,BANGA,NORTH,PJ,PUNJAB,5
144507,BNG,BNG,BANGA,NORTH,PJ,PUNJAB,5
144508,BNG,BNG,BANGA,NORTH,PJ,PUNJAB,5
144509,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144510,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144511,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144512,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144513,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144514,NWR,NWR,NAWANSHAHR,NORTH,PJ,PUNJAB,5
144515,BNG,BNG,BANGA,NORTH,PJ,PUNJAB,5
144516,NWR,NWR,NAWANSHAHR,NORTH,PJ,PUNJAB,5
144517,NWR,NWR,NAWANSHAHR,NORTH,PJ,PUNJAB,5
144518,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144521,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144523,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144524,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144525,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144526,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144527,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144528,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144532,GSK,GSK,GARHSHANKER,NORTH,PJ,PUNJAB,5
144533,DRP,DRP,ROPAR,NORTH,PJ,PUNJAB,5
144601,KAP,KAP,KAPURTHALA,NORTH,PJ,PUNJAB,5
144602,KAP,KAP,KAPURTHALA,NORTH,PJ,PUNJAB,5
144621,BWL,BWL,BEGOWAL,NORTH,PJ,PUNJAB,5
144626,NSU,NSU,SULTANPUR LODHI,NORTH,PJ,PUNJAB,5
144632,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144633,PHG,PHA,PHAGWARA,NORTH,PJ,PUNJAB,5
144801,KAT,KAT,KARTARPUR,NORTH,PJ,PUNJAB,5
144802,KAP,KAP,KAPURTHALA,NORTH,PJ,PUNJAB,5
145001,THK,PTK,PATHANKOT,NORTH,PJ,PUNJAB,5
145023,THK,THC,PATHANKOT COUNTER,NORTH,PJ,PUNJAB,5
146001,HPR,HPA,HOSHIARPUR ETAIL / PICKUP,NORTH,PJ,PUNJAB,5
146021,HPR,HPA,HOSHIARPUR ETAIL / PICKUP,NORTH,PJ,PUNJAB,5
146022,HPR,HPA,HOSHIARPUR ETAIL / PICKUP,NORTH,PJ,PUNJAB,5
146023,HPR,HPA,HOSHIARPUR ETAIL / PICKUP,NORTH,PJ,PUNJAB,5
146024,HPR,HPA,HOSHIARPUR ETAIL / PICKUP,NORTH,PJ,PUNJAB,5
146105,HPR,HPA,HOSHIARPUR ETAIL / PICKUP,NORTH,PJ,PUNJAB,5
146111,HPR,HPA,HOSHIARPUR ETAIL / PICKUP,NORTH,PJ,PUNJAB,5
147001,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147002,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147003,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147004,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147005,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147021,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147101,SNA,SNA,SAMANA,NORTH,PJ,PUNJAB,5
147102,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
147103,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147105,PTR,PTR,PATRAN,NORTH,PJ,PUNJAB,5
147111,PTA,PTA,PATIALA,NORTH,PJ,PUNJAB,5
147201,NBH,NBH,NABHA,NORTH,PJ,PUNJAB,5
147202,FGS,FGS,FATEHGARH SAHIB,NORTH,PJ,PUNJAB,5
147203,FGS,FGS,FATEHGARH SAHIB,NORTH,PJ,PUNJAB,5
147301,FGS,FGS,FATEHGARH SAHIB,NORTH,PJ,PUNJAB,5
148001,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148002,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148017,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148019,MKA,MKA,MALERKOTLA,NORTH,PJ,PUNJAB,5
148020,MKA,MKA,MALERKOTLA,NORTH,PJ,PUNJAB,5
148021,MKA,MKA,MALERKOTLA,NORTH,PJ,PUNJAB,5
148022,MKA,MKA,MALERKOTLA,NORTH,PJ,PUNJAB,5
148023,DML,DML,MALERKOTLA,NORTH,PJ,PUNJAB,5
148024,DHU,DHU,DHURI,NORTH,PJ,PUNJAB,5
148025,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148026,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148028,SUN,SUN,SUNAM,NORTH,PJ,PUNJAB,5
148029,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148031,LHG,LHG,LEHRAGAGA,NORTH,PJ,PUNJAB,5
148033,JMM,JMM,JAKHAL MANDI,NORTH,HN,HARYANA,5
148034,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148035,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148100,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148101,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148102,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148103,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148104,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148105,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148106,SRR,SNO,SANGRUR AREA OFFICE,NORTH,PJ,PUNJAB,5
148107,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
148108,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
148109,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
151001,DBH,BHT,BHATINDA SERVICE CENTRE,NORTH,PJ,PUNJAB,5
151002,DBH,BHT,BHATINDA SERVICE CENTRE,NORTH,PJ,PUNJAB,5
151003,DBH,BHT,BHATINDA SERVICE CENTRE,NORTH,PJ,PUNJAB,5
151004,DBH,BHT,BHATINDA SERVICE CENTRE,NORTH,PJ,PUNJAB,5
151005,DBH,BHT,BHATINDA SERVICE CENTRE,NORTH,PJ,PUNJAB,5
151101,BMD,BMD,BHUCHO MANDI,NORTH,PJ,PUNJAB,5
151102,BMD,BMD,BHUCHO MANDI,NORTH,PJ,PUNJAB,5
151103,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
151104,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
151105,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
151106,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
151108,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
151111,RPZ,RPZ,RAMPURA PHULL EXPANSION,NORTH,PJ,PUNJAB,5
151201,GMD,GMD,GONIANA MANDI,NORTH,PJ,PUNJAB,5
151202,KTP,KTP,KOTKAPURA,NORTH,PJ,PUNJAB,5
151203,FDD,FDD,FARIDKOT,NORTH,PJ,PUNJAB,5
151204,KKA,KKA,KOTKAPURA,NORTH,PJ,PUNJAB,5
151205,KTP,KTP,KOTKAPURA,NORTH,PJ,PUNJAB,5
151206,KTP,KTP,KOTKAPURA,NORTH,PJ,PUNJAB,5
151207,KTP,KTP,KOTKAPURA,NORTH,PJ,PUNJAB,5
151208,KTP,KTP,KOTKAPURA,NORTH,PJ,PUNJAB,5
151209,KTP,KTP,KOTKAPURA,NORTH,PJ,PUNJAB,5
151210,MLT,MLT,MALOUT,NORTH,PJ,PUNJAB,5
151212,FDD,FDD,FARIDKOT,NORTH,PJ,PUNJAB,5
151301,TWS,TWS,TALWANDI SABOO,NORTH,PJ,PUNJAB,5
151302,TWS,TWS,TALWANDI SABOO,NORTH,PJ,PUNJAB,5
151401,GMD,GMD,GONIANA MANDI,NORTH,PJ,PUNJAB,5
151501,MNO,MNO,MANSA,NORTH,PJ,PUNJAB,5
151502,MNO,MNO,MANSA,NORTH,PJ,PUNJAB,5
151503,MNO,MNO,MANSA,NORTH,PJ,PUNJAB,5
151504,MNO,MNO,MANSA,NORTH,PJ,PUNJAB,5
151505,MNO,MNO,MANSA,NORTH,PJ,PUNJAB,5
151507,MNO,MNO,MANSA,NORTH,PJ,PUNJAB,5
151508,MNO,MNO,MANSA,NORTH,PJ,PUNJAB,5
151509,TWX,TWX,TALWANDI EXTENSION,NORTH,PJ,PUNJAB,5
151510,BRA,BRA,BARNALA,NORTH,PJ,PUNJAB,5
152001,FZR,FZR,FIROZEPUR,NORTH,PJ,PUNJAB,5
152002,FZR,FZR,FIROZEPUR,NORTH,PJ,PUNJAB,5
152003,FZP,FZP,FEROZEPUR,NORTH,PJ,PUNJAB,5
